from_file,,Year,Reporter,Reporter_ISO,Partner,Partner_ISO,Commodity_Code,Trade_Value_USD
1,57883,2017,Israel,ISR,South Africa,ZAF,3923,141000
1,57884,2017,Israel,ISR,South Africa,ZAF,6912,5000
1,57885,2017,Israel,ISR,Panama,PAN,2523,234000
1,57886,2017,Israel,ISR,Nigeria,NGA,9999,26000
1,57887,2017,Israel,ISR,North Macedonia,MKD,8479,31000
1,57888,2017,Israel,ISR,Iceland,ISL,1512,52000
1,57889,2017,Israel,ISR,Iceland,ISL,3804,233000
1,57890,2017,Israel,ISR,Cambodia,KHM,6109,175000
1,57891,2017,Israel,ISR,Uruguay,URY,8528,7000
1,57892,2017,Israel,ISR,Uzbekistan,UZB,6304,2000
1,57893,2017,Israel,ISR,Malta,MLT,8482,5000
1,57894,2017,Israel,ISR,Djibouti,DJI,1210,2000
1,57895,2017,Israel,ISR,Luxembourg,LUX,7019,193000
1,57896,2017,Israel,ISR,Costa Rica,CRI,9030,17000
1,57897,2017,Israel,ISR,Mauritius,MUS,6109,21000
1,57898,2017,Israel,ISR,Malta,MLT,9032,9000
1,57899,2017,Israel,ISR,Jordan,JOR,2505,53000
1,57900,2017,Israel,ISR,Georgia,GEO,4811,27000
1,57901,2017,Israel,ISR,Malawi,MWI,2401,104000
1,57902,2017,Israel,ISR,Georgia,GEO,2508,4000
1,57903,2017,Israel,ISR,Sri Lanka,LKA,6112,75000
1,57904,2017,Israel,ISR,Jordan,JOR,2402,24000
1,57905,2017,Israel,ISR,Malta,MLT,2523,5922000
1,57906,2017,Israel,ISR,Namibia,NAM,8306,82000
1,57907,2017,Israel,ISR,Cyprus,CYP,9031,102000
1,57908,2017,Israel,ISR,Bangladesh,BGD,6306,38000
1,57909,2017,Israel,ISR,Kenya,KEN,6302,1000
1,57910,2017,Israel,ISR,Cyprus,CYP,3605,63000
1,57911,2017,Israel,ISR,Rwanda,RWA,9999,1000
1,57912,2017,Israel,ISR,Cyprus,CYP,4009,34000
1,57913,2017,Israel,ISR,Cyprus,CYP,4802,26000
1,57914,2017,Israel,ISR,Ethiopia,ETH,307,8000
1,57915,2017,Israel,ISR,Belarus,BLR,6115,107000
1,57916,2017,Israel,ISR,Jordan,JOR,7113,6000
1,57917,2017,Israel,ISR,Jordan,JOR,9202,1000
1,57918,2017,Israel,ISR,Namibia,NAM,6309,1000
1,57919,2017,Israel,ISR,Marshall Isds,MHL,7326,1000
1,57920,2017,Israel,ISR,Cambodia,KHM,6403,231000
1,57921,2017,Israel,ISR,Rep. of Moldova,MDA,3814,7000
1,57922,2017,Israel,ISR,Cambodia,KHM,4015,2000
1,57923,2017,Israel,ISR,Panama,PAN,9102,106000
1,57924,2017,Israel,ISR,Luxembourg,LUX,1704,4113000
1,57925,2017,Israel,ISR,Malta,MLT,8443,1000
1,57926,2017,Israel,ISR,Georgia,GEO,9002,731000
1,57927,2017,Israel,ISR,Luxembourg,LUX,8504,28000
1,57928,2017,Israel,ISR,Gabon,GAB,3105,1000
1,57929,2017,Israel,ISR,Sri Lanka,LKA,7104,1000
1,57930,2017,Israel,ISR,Jordan,JOR,3824,159000
1,57931,2017,Israel,ISR,Ethiopia,ETH,8803,8000
1,57932,2017,Israel,ISR,Cyprus,CYP,406,68000
1,57933,2017,Israel,ISR,Cyprus,CYP,6403,19000
1,57934,2017,Israel,ISR,Cyprus,CYP,4821,8000
1,57935,2017,Israel,ISR,Belize,BLZ,7210,333000
1,57936,2017,Israel,ISR,Uzbekistan,UZB,6309,1000
1,57937,2017,Israel,ISR,North Macedonia,MKD,8536,6000
1,57938,2017,Israel,ISR,Cyprus,CYP,6504,2000
1,57939,2017,Israel,ISR,Rep. of Moldova,MDA,1703,21000
1,57940,2017,Israel,ISR,Uzbekistan,UZB,6307,4000
1,57941,2017,Israel,ISR,Azerbaijan,AZE,7326,445000
1,57942,2017,Israel,ISR,Ethiopia,ETH,7117,1000
1,57943,2017,Israel,ISR,Cyprus,CYP,8409,28000
1,57944,2017,Israel,ISR,Azerbaijan,AZE,8450,1000
1,57945,2017,Israel,ISR,Peru,PER,7326,13000
1,57946,2017,Israel,ISR,Uruguay,URY,6202,1000
1,57947,2017,Israel,ISR,Bangladesh,BGD,6113,12000
1,57948,2017,Israel,ISR,Myanmar,MMR,4016,1000
1,57949,2017,Israel,ISR,Anguilla,AIA,4016,1000
1,57950,2017,Israel,ISR,Mauritania,MRT,307,106000
1,57951,2017,Israel,ISR,Kenya,KEN,4821,1000
1,57952,2017,Israel,ISR,Guatemala,GTM,7117,2000
1,57953,2017,Israel,ISR,Cambodia,KHM,9207,1000
1,57954,2017,Israel,ISR,Bolivia (Plurinational State of),BOL,7604,172000
1,57955,2017,Israel,ISR,Cyprus,CYP,8414,57000
1,57956,2017,Israel,ISR,Belarus,BLR,9013,45000
1,57957,2017,Israel,ISR,Ghana,GHA,8536,1000
1,57958,2017,Israel,ISR,Belarus,BLR,6804,1000
1,57959,2017,Israel,ISR,Br. Virgin Isds,VGB,2008,130000
1,57960,2017,Israel,ISR,Uzbekistan,UZB,6704,10000
1,57961,2017,Israel,ISR,Nigeria,NGA,8504,10000
1,57962,2017,Israel,ISR,Jordan,JOR,3917,1000
1,57963,2017,Israel,ISR,Peru,PER,2817,365000
1,57964,2017,Israel,ISR,Jordan,JOR,6204,1317000
1,57965,2017,Israel,ISR,Bolivia (Plurinational State of),BOL,4202,2000
1,57966,2017,Israel,ISR,Luxembourg,LUX,8506,2000
1,57967,2017,Israel,ISR,Dominican Rep.,DOM,4911,1000
1,57968,2017,Israel,ISR,Cyprus,CYP,3213,80000
1,57969,2017,Israel,ISR,Gabon,GAB,8462,2000
1,57970,2017,Israel,ISR,Jordan,JOR,9401,152000
1,57971,2017,Israel,ISR,Uzbekistan,UZB,9014,1596000
1,57972,2017,Israel,ISR,Cambodia,KHM,4202,2000
1,57973,2017,Israel,ISR,Br. Virgin Isds,VGB,2005,28000
1,57974,2017,Israel,ISR,Luxembourg,LUX,4202,17000
1,57975,2017,Israel,ISR,Jordan,JOR,802,313000
1,57976,2017,Israel,ISR,Luxembourg,LUX,9401,67000
1,57977,2017,Israel,ISR,Luxembourg,LUX,7606,144000
1,57978,2017,Israel,ISR,Ghana,GHA,2008,86000
1,57979,2017,Israel,ISR,Guatemala,GTM,4202,2000
1,57980,2017,Israel,ISR,Bangladesh,BGD,6205,1164000
1,57981,2017,Israel,ISR,Jordan,JOR,8536,4000
1,57982,2017,Israel,ISR,Cyprus,CYP,6601,287000
1,57983,2017,Israel,ISR,Jordan,JOR,7610,22000
1,57984,2017,Israel,ISR,Cyprus,CYP,1905,29000
1,57985,2017,Israel,ISR,North Macedonia,MKD,2001,1000
1,57986,2017,Israel,ISR,Azerbaijan,AZE,8418,1000
1,57987,2017,Israel,ISR,Honduras,HND,601,11000
1,57988,2017,Israel,ISR,Kenya,KEN,6704,145000
1,57989,2017,Israel,ISR,Cyprus,CYP,3307,22000
1,57990,2017,Israel,ISR,Belize,BLZ,7216,81000
1,57991,2017,Israel,ISR,Jordan,JOR,8414,86000
1,57992,2017,Israel,ISR,Cyprus,CYP,3214,10000
1,57993,2017,Israel,ISR,Uganda,UGA,901,244000
1,57994,2017,Israel,ISR,Fiji,FJI,4409,30000
1,57995,2017,Israel,ISR,Marshall Isds,MHL,4407,21000
1,57996,2017,Israel,ISR,Cuba,CUB,2008,1000
1,57997,2017,Israel,ISR,Malta,MLT,6004,2000
1,57998,2017,Israel,ISR,Ghana,GHA,4402,22000
1,57999,2017,Israel,ISR,Honduras,HND,8421,1000
1,58000,2017,Israel,ISR,Rep. of Moldova,MDA,2009,179000
1,58001,2017,Israel,ISR,Cyprus,CYP,8423,8000
1,58002,2017,Israel,ISR,Luxembourg,LUX,8001,506000
1,58003,2017,Israel,ISR,Luxembourg,LUX,2849,82000
1,58004,2017,Israel,ISR,Cyprus,CYP,7304,1594000
1,58005,2017,Israel,ISR,Mongolia,MNG,6211,1000
1,58006,2017,Israel,ISR,Tunisia,TUN,9506,19000
1,58007,2017,Israel,ISR,Cyprus,CYP,9018,263000
1,58008,2017,Israel,ISR,Jordan,JOR,8422,7000
1,58009,2017,Israel,ISR,Marshall Isds,MHL,8204,34000
1,58010,2017,Israel,ISR,Cyprus,CYP,9025,26000
1,58011,2017,Israel,ISR,Suriname,SUR,4407,119000
1,58012,2017,Israel,ISR,Malta,MLT,9023,1000
1,58013,2017,Israel,ISR,Panama,PAN,8510,1000
1,58014,2017,Israel,ISR,Cyprus,CYP,6912,1106000
1,58015,2017,Israel,ISR,Cyprus,CYP,9019,7000
1,58016,2017,Israel,ISR,Ecuador,ECU,8419,43000
1,58017,2017,Israel,ISR,Peru,PER,9019,2000
1,58018,2017,Israel,ISR,Cyprus,CYP,8544,285000
1,58019,2017,Israel,ISR,Luxembourg,LUX,3401,19000
1,58020,2017,Israel,ISR,Sri Lanka,LKA,910,13000
1,58021,2017,Israel,ISR,"China, Macao SAR",MAC,8205,25000
1,58022,2017,Israel,ISR,Nigeria,NGA,8471,12000
1,58023,2017,Israel,ISR,Luxembourg,LUX,7315,2000
1,58024,2017,Israel,ISR,Luxembourg,LUX,7307,3000
1,58025,2017,Israel,ISR,Cambodia,KHM,6212,1000
1,58026,2017,Israel,ISR,Luxembourg,LUX,6911,580000
1,58027,2017,Israel,ISR,Marshall Isds,MHL,8206,3000
1,58028,2017,Israel,ISR,Malta,MLT,8517,71000
1,58029,2017,Israel,ISR,Cyprus,CYP,8206,118000
1,58030,2017,Israel,ISR,Malta,MLT,9603,72000
1,58031,2017,Israel,ISR,Venezuela,VEN,4410,922000
1,58032,2017,Israel,ISR,Luxembourg,LUX,7005,1197000
1,58033,2017,Israel,ISR,Bolivia (Plurinational State of),BOL,8517,46000
1,58034,2017,Israel,ISR,Ethiopia,ETH,1004,51000
1,58035,2017,Israel,ISR,Cyprus,CYP,3926,2925000
1,58036,2017,Israel,ISR,Jordan,JOR,8473,16000
1,58037,2017,Israel,ISR,Panama,PAN,8518,7000
1,58038,2017,Israel,ISR,Panama,PAN,2208,2036000
1,58039,2017,Israel,ISR,Malta,MLT,2931,20000
1,58040,2017,Israel,ISR,"China, Macao SAR",MAC,6104,1495000
1,58041,2017,Israel,ISR,Luxembourg,LUX,8425,14000
1,58042,2017,Israel,ISR,Luxembourg,LUX,8471,52000
1,58043,2017,Israel,ISR,Cyprus,CYP,8473,123000
1,58044,2017,Israel,ISR,Iceland,ISL,8207,5000
1,58045,2017,Israel,ISR,Luxembourg,LUX,8423,3000
1,58046,2017,Israel,ISR,Côte d'Ivoire,CIV,801,281000
1,58047,2017,Israel,ISR,Kenya,KEN,2009,64000
1,58048,2017,Israel,ISR,Jordan,JOR,4418,31000
1,58049,2017,Israel,ISR,Peru,PER,3926,2000
1,58050,2017,Israel,ISR,Cyprus,CYP,8215,1117000
1,58051,2017,Israel,ISR,Dominica,DMA,9603,12000
1,58052,2017,Israel,ISR,Belarus,BLR,6217,1000
1,58053,2017,Israel,ISR,Uzbekistan,UZB,8517,8000
1,58054,2017,Israel,ISR,Netherlands,NLD,3003,74000
1,58055,2017,Israel,ISR,Netherlands,NLD,3701,192000
1,58056,2017,Israel,ISR,Netherlands,NLD,9616,23000
1,58057,2017,Israel,ISR,Netherlands,NLD,8310,14000
1,58058,2017,Israel,ISR,Netherlands,NLD,4007,2000
1,58059,2017,Israel,ISR,Netherlands,NLD,7020,89000
1,58060,2017,Israel,ISR,Netherlands,NLD,8432,477000
1,58061,2017,Israel,ISR,Netherlands,NLD,4005,86000
1,58062,2017,Israel,ISR,Netherlands,NLD,8521,403000
1,58063,2017,Israel,ISR,Netherlands,NLD,3802,529000
1,58064,2017,Israel,ISR,Netherlands,NLD,4006,13000
1,58065,2017,Israel,ISR,Netherlands,NLD,8529,1734000
1,58066,2017,Israel,ISR,Netherlands,NLD,7011,2000
1,58067,2017,Israel,ISR,Netherlands,NLD,7411,109000
1,58068,2017,Israel,ISR,Netherlands,NLD,8446,119000
1,58069,2017,Israel,ISR,Netherlands,NLD,4814,187000
1,58070,2017,Israel,ISR,Netherlands,NLD,407,36000
1,58071,2017,Israel,ISR,Netherlands,NLD,2715,7000
1,58072,2017,Israel,ISR,Netherlands,NLD,8411,14171000
1,58073,2017,Israel,ISR,Netherlands,NLD,8442,375000
1,58074,2017,Israel,ISR,Netherlands,NLD,3815,828000
1,58075,2017,Israel,ISR,Netherlands,NLD,7326,4748000
1,58076,2017,Israel,ISR,Netherlands,NLD,7209,85000
1,58077,2017,Israel,ISR,Netherlands,NLD,8440,634000
1,58078,2017,Israel,ISR,Netherlands,NLD,8805,37000
1,58079,2017,Israel,ISR,Netherlands,NLD,3215,6822000
1,58080,2017,Israel,ISR,Netherlands,NLD,6804,101000
1,58081,2017,Israel,ISR,Netherlands,NLD,704,853000
1,58082,2017,Israel,ISR,Netherlands,NLD,7901,334000
1,58083,2017,Israel,ISR,Netherlands,NLD,5810,3000
1,58084,2017,Israel,ISR,Netherlands,NLD,8414,2890000
1,58085,2017,Israel,ISR,Netherlands,NLD,2817,4000
1,58086,2017,Israel,ISR,Netherlands,NLD,3909,1943000
1,58087,2017,Israel,ISR,Netherlands,NLD,8462,28000
1,58088,2017,Israel,ISR,Netherlands,NLD,2837,2000
1,58089,2017,Israel,ISR,Netherlands,NLD,8102,41000
1,58090,2017,Israel,ISR,Netherlands,NLD,9019,1060000
1,58091,2017,Israel,ISR,Netherlands,NLD,9021,16027000
1,58092,2017,Israel,ISR,Netherlands,NLD,6911,206000
1,58093,2017,Israel,ISR,Netherlands,NLD,8420,13000
1,58094,2017,Israel,ISR,Netherlands,NLD,8201,34000
1,58095,2017,Israel,ISR,Netherlands,NLD,5910,67000
1,58096,2017,Israel,ISR,Netherlands,NLD,8104,5000
1,58097,2017,Israel,ISR,Netherlands,NLD,3925,561000
1,58098,2017,Israel,ISR,Netherlands,NLD,2106,26853000
1,58099,2017,Israel,ISR,Netherlands,NLD,2302,124000
1,58100,2017,Israel,ISR,Netherlands,NLD,9611,11000
1,58101,2017,Israel,ISR,Netherlands,NLD,2932,320000
1,58102,2017,Israel,ISR,Netherlands,NLD,7309,692000
1,58103,2017,Israel,ISR,Netherlands,NLD,1102,28000
1,58104,2017,Israel,ISR,Netherlands,NLD,7005,1000
1,58105,2017,Israel,ISR,Germany,DEU,2938,37000
1,58106,2017,Israel,ISR,Germany,DEU,6303,127000
1,58107,2017,Israel,ISR,Germany,DEU,8311,345000
1,58108,2017,Israel,ISR,Germany,DEU,4808,518000
1,58109,2017,Israel,ISR,Germany,DEU,9030,17474000
1,58110,2017,Israel,ISR,Germany,DEU,8713,2105000
1,58111,2017,Israel,ISR,Germany,DEU,5502,491000
1,58112,2017,Israel,ISR,Germany,DEU,8527,1749000
1,58113,2017,Israel,ISR,Germany,DEU,105,182000
1,58114,2017,Israel,ISR,Germany,DEU,8519,400000
1,58115,2017,Israel,ISR,Germany,DEU,1504,17000
1,58116,2017,Israel,ISR,Germany,DEU,1301,64000
1,58117,2017,Israel,ISR,Germany,DEU,8802,1148000
1,58118,2017,Israel,ISR,Germany,DEU,1804,132000
1,58119,2017,Israel,ISR,Germany,DEU,3203,2159000
1,58120,2017,Israel,ISR,Germany,DEU,2712,711000
1,58121,2017,Israel,ISR,Germany,DEU,8442,854000
1,58122,2017,Israel,ISR,Germany,DEU,3813,19000
1,58123,2017,Israel,ISR,Germany,DEU,9109,7000
1,58124,2017,Israel,ISR,Germany,DEU,7504,71000
1,58125,2017,Israel,ISR,Germany,DEU,7606,2403000
1,58126,2017,Israel,ISR,Germany,DEU,9401,6657000
1,58127,2017,Israel,ISR,Germany,DEU,9206,204000
1,58128,2017,Israel,ISR,Germany,DEU,2707,6000
1,58129,2017,Israel,ISR,Germany,DEU,6309,81000
1,58130,2017,Israel,ISR,Germany,DEU,6601,84000
1,58131,2017,Israel,ISR,Germany,DEU,8459,3299000
1,58132,2017,Israel,ISR,Germany,DEU,4910,32000
1,58133,2017,Israel,ISR,Germany,DEU,7603,1083000
1,58134,2017,Israel,ISR,Germany,DEU,4114,17000
2,25771,2018,Israel,ISR,Latvia,LVA,8421,48000
2,25772,2018,Israel,ISR,Latvia,LVA,8511,1000
2,25773,2018,Israel,ISR,Latvia,LVA,6206,1000
2,25774,2018,Israel,ISR,Latvia,LVA,2008,3000
2,25775,2018,Israel,ISR,Latvia,LVA,6108,2000
2,25776,2018,Israel,ISR,Latvia,LVA,6403,2000
2,25777,2018,Israel,ISR,Latvia,LVA,3917,128000
2,25778,2018,Israel,ISR,Latvia,LVA,9018,359000
2,25779,2018,Israel,ISR,Morocco,MAR,1301,2000
2,25780,2018,Israel,ISR,Morocco,MAR,6505,7000
2,25781,2018,Israel,ISR,Morocco,MAR,4903,4000
2,25782,2018,Israel,ISR,Morocco,MAR,8703,4885000
2,25783,2018,Israel,ISR,Morocco,MAR,1604,2399000
2,25784,2018,Israel,ISR,Morocco,MAR,507,20000
2,25785,2018,Israel,ISR,Morocco,MAR,4818,2000
2,25786,2018,Israel,ISR,Morocco,MAR,1902,782000
2,25787,2018,Israel,ISR,Morocco,MAR,8517,20000
2,25788,2018,Israel,ISR,Morocco,MAR,8424,10000
2,25789,2018,Israel,ISR,Morocco,MAR,4202,45000
2,25790,2018,Israel,ISR,Morocco,MAR,6304,17000
2,25791,2018,Israel,ISR,Mexico,MEX,8483,278000
2,25792,2018,Israel,ISR,Mexico,MEX,2922,1183000
2,25793,2018,Israel,ISR,Mexico,MEX,1404,56000
2,25794,2018,Israel,ISR,Mexico,MEX,8518,2183000
2,25795,2018,Israel,ISR,Mexico,MEX,8519,8000
2,25796,2018,Israel,ISR,Mexico,MEX,6907,5000
2,25797,2018,Israel,ISR,Mexico,MEX,8527,240000
2,25798,2018,Israel,ISR,Mexico,MEX,1905,3000
2,25799,2018,Israel,ISR,Mexico,MEX,7013,196000
2,25800,2018,Israel,ISR,Mexico,MEX,3926,2718000
2,25801,2018,Israel,ISR,Mexico,MEX,7304,72000
2,25802,2018,Israel,ISR,Mexico,MEX,6211,32000
2,25803,2018,Israel,ISR,Mexico,MEX,4011,250000
2,25804,2018,Israel,ISR,Mexico,MEX,7019,19000
2,25805,2018,Israel,ISR,Mexico,MEX,3306,564000
2,25806,2018,Israel,ISR,Mexico,MEX,6117,1000
2,25807,2018,Israel,ISR,Mexico,MEX,6201,52000
2,25808,2018,Israel,ISR,Mexico,MEX,8541,133000
2,25809,2018,Israel,ISR,Mexico,MEX,9021,10627000
2,25810,2018,Israel,ISR,Mexico,MEX,2914,65000
2,25811,2018,Israel,ISR,Mexico,MEX,8305,2000
2,25812,2018,Israel,ISR,Malaysia,MYS,9507,25000
2,25813,2018,Israel,ISR,Malaysia,MYS,2931,111000
2,25814,2018,Israel,ISR,Malaysia,MYS,7219,23000
2,25815,2018,Israel,ISR,Malaysia,MYS,6203,72000
2,25816,2018,Israel,ISR,Malaysia,MYS,3707,79000
2,25817,2018,Israel,ISR,Malaysia,MYS,2513,35000
2,25818,2018,Israel,ISR,Malaysia,MYS,9999,44000
2,25819,2018,Israel,ISR,Malaysia,MYS,7616,35000
2,25820,2018,Israel,ISR,Malaysia,MYS,6101,155000
2,25821,2018,Israel,ISR,Malaysia,MYS,8714,292000
2,25822,2018,Israel,ISR,Malaysia,MYS,6909,33000
2,25823,2018,Israel,ISR,Malaysia,MYS,8484,10000
2,25824,2018,Israel,ISR,Malaysia,MYS,3910,43000
2,25825,2018,Israel,ISR,Malaysia,MYS,9014,56000
2,25826,2018,Israel,ISR,Malaysia,MYS,710,230000
2,25827,2018,Israel,ISR,Malaysia,MYS,1905,15000
2,25828,2018,Israel,ISR,Malaysia,MYS,9206,33000
2,25829,2018,Israel,ISR,Malaysia,MYS,8516,5068000
2,25830,2018,Israel,ISR,Netherlands,NLD,2920,536000
2,25831,2018,Israel,ISR,Netherlands,NLD,8522,11000
2,25832,2018,Israel,ISR,Netherlands,NLD,7507,22000
2,25833,2018,Israel,ISR,Netherlands,NLD,5806,9000
2,25834,2018,Israel,ISR,Netherlands,NLD,8440,68000
2,25835,2018,Israel,ISR,Netherlands,NLD,3921,1891000
2,25836,2018,Israel,ISR,Netherlands,NLD,1301,7000
2,25837,2018,Israel,ISR,Netherlands,NLD,1511,34000
2,25838,2018,Israel,ISR,Netherlands,NLD,8408,916000
2,25839,2018,Israel,ISR,Netherlands,NLD,3503,8000
2,25840,2018,Israel,ISR,Netherlands,NLD,8311,225000
2,25841,2018,Israel,ISR,Netherlands,NLD,101,624000
2,25842,2018,Israel,ISR,Netherlands,NLD,1209,4904000
2,25843,2018,Israel,ISR,Netherlands,NLD,2302,4000
2,25844,2018,Israel,ISR,Netherlands,NLD,5901,65000
2,25845,2018,Israel,ISR,Netherlands,NLD,6806,666000
2,25846,2018,Israel,ISR,Netherlands,NLD,8487,93000
2,25847,2018,Israel,ISR,Netherlands,NLD,5207,6000
2,25848,2018,Israel,ISR,Netherlands,NLD,9617,1000
2,25849,2018,Israel,ISR,Netherlands,NLD,7305,90000
2,25850,2018,Israel,ISR,Netherlands,NLD,6909,189000
2,25851,2018,Israel,ISR,Netherlands,NLD,3006,1874000
2,25852,2018,Israel,ISR,Netherlands,NLD,3208,3860000
2,25853,2018,Israel,ISR,Netherlands,NLD,9106,18000
2,25854,2018,Israel,ISR,Netherlands,NLD,3005,74000
2,25855,2018,Israel,ISR,Netherlands,NLD,7616,686000
2,25856,2018,Israel,ISR,Netherlands,NLD,8526,296000
2,25857,2018,Israel,ISR,Netherlands,NLD,1605,50000
2,25858,2018,Israel,ISR,Netherlands,NLD,3606,178000
2,25859,2018,Israel,ISR,Netherlands,NLD,3808,1434000
2,25860,2018,Israel,ISR,Netherlands,NLD,3003,63000
2,25861,2018,Israel,ISR,Netherlands,NLD,3702,10000
2,25862,2018,Israel,ISR,Netherlands,NLD,2518,6000
2,25863,2018,Israel,ISR,Netherlands,NLD,8475,23000
2,25864,2018,Israel,ISR,Netherlands,NLD,2008,3937000
